league,season,team,player_name,nation,pos,age,born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Int,Tkl+Int,Clr,Blocks_Blocks,Challenges_Tkl%,Challenges_Lost,Err,Total_Cmp,Total_Att,Total_Cmp%,Total_PrgDist,KP,Expected_xA,1/3,PPA,PrgP,Short_Cmp%,Medium_Cmp%,Long_Cmp%,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Outcomes_Blocks,Outcomes_Off,player_id
ENG-Premier League,25/26,Liverpool,Joe Gomez,ENG,DF,28-352,1997,19,6,540,6.0,0,2,2,0,0,0,3,0,,,,,,,,0.00,0.33,0.33,0.00,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joe_gomez_liverpool
ENG-Premier League,25/26,Manchester City,Nicolás González,ESP,MF,24-127,2002,24,16,1479,16.4,1,0,1,1,0,0,6,0,,,,,,,,0.06,0.00,0.06,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nicolas_gonzalez_manchester_city
ENG-Premier League,25/26,Newcastle Utd,Anthony Gordon,ENG,FW,25-075,2001,26,24,1795,19.9,6,2,8,3,3,3,3,1,,,,,,,,0.30,0.10,0.40,0.15,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthony_gordon_newcastle_utd
ENG-Premier League,25/26,Liverpool,Ryan Gravenberch,NED,MF,23-359,2002,34,32,2845,31.6,5,3,8,5,0,0,5,0,,,,,,,,0.16,0.09,0.25,0.16,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ryan_gravenberch_liverpool
ENG-Premier League,25/26,Tottenham,Archie Gray,ENG,"MF,DF",20-059,2006,23,18,1469,16.3,2,2,4,2,0,0,5,0,,,,,,,,0.12,0.12,0.25,0.12,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,archie_gray_tottenham
ENG-Premier League,25/26,Everton,Jack Grealish,ENG,MF,30-242,1995,20,18,1627,18.1,2,6,8,2,0,0,5,1,,,,,,,,0.11,0.33,0.44,0.11,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jack_grealish_everton
ENG-Premier League,25/26,Brighton,Pascal Groß,GER,MF,34-329,1991,17,16,1456,16.2,1,3,4,1,0,0,2,0,,,,,,,,0.06,0.19,0.25,0.06,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pascal_gro_brighton
ENG-Premier League,25/26,Brighton,Brajan Gruda,GER,MF,21-344,2004,18,8,719,8.0,1,1,2,1,0,0,2,0,,,,,,,,0.13,0.13,0.25,0.13,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brajan_gruda_brighton
ENG-Premier League,25/26,Leeds United,Ilia Gruev,BUL,MF,26-004,2000,23,15,1323,14.7,0,3,3,0,0,0,3,0,,,,,,,,0.00,0.20,0.20,0.00,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ilia_gruev_leeds_united
ENG-Premier League,25/26,Leeds United,Gabriel Gudmundsson,SWE,"DF,MF",27-011,1999,32,31,2631,29.2,0,0,0,0,0,0,6,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabriel_gudmundsson_leeds_united
ENG-Premier League,25/26,Crystal Palace,Marc Guéhi,ENG,DF,25-301,2000,20,20,1800,20.0,2,2,4,2,0,0,4,0,,,,,,,,0.10,0.10,0.20,0.10,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marc_guehi_crystal_palace
ENG-Premier League,25/26,Manchester City,Marc Guéhi,ENG,DF,25-301,2000,13,13,1170,13.0,1,1,2,1,0,0,2,0,,,,,,,,0.08,0.08,0.15,0.08,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marc_guehi_manchester_city
ENG-Premier League,25/26,Aston Villa,Evann Guessand,CIV,MF,24-313,2001,13,6,588,6.5,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.15,0.15,0.00,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evann_guessand_aston_villa
ENG-Premier League,25/26,Crystal Palace,Evann Guessand,CIV,MF,24-313,2001,6,3,300,3.3,1,1,2,1,0,0,0,0,,,,,,,,0.30,0.30,0.60,0.30,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evann_guessand_crystal_palace
ENG-Premier League,25/26,West Ham,Luis Guilherme,BRA,FW,20-090,2006,5,1,125,1.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,luis_guilherme_west_ham
ENG-Premier League,25/26,Newcastle Utd,Bruno Guimarães,BRA,MF,28-175,1997,26,24,2209,24.5,9,5,14,7,2,2,5,0,,,,,,,,0.37,0.20,0.57,0.29,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bruno_guimaraes_newcastle_utd
ENG-Premier League,25/26,Sunderland,Marc Guiu,ESP,FW,20-126,2006,2,0,15,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marc_guiu_sunderland
ENG-Premier League,25/26,Chelsea,Marc Guiu,ESP,FW,20-126,2006,8,1,257,2.9,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.35,0.35,0.00,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marc_guiu_chelsea
ENG-Premier League,25/26,Nott'ham Forest,Angus Gunn,SCO,GK,30-108,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,angus_gunn_nott_ham_forest
ENG-Premier League,25/26,Chelsea,Malo Gusto,FRA,DF,22-356,2003,33,25,2177,24.2,2,3,5,2,0,0,5,1,,,,,,,,0.08,0.12,0.21,0.08,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malo_gusto_chelsea
ENG-Premier League,25/26,Manchester City,Joško Gvardiol,CRO,DF,24-107,2002,16,15,1302,14.5,2,2,4,2,0,0,2,0,,,,,,,,0.14,0.14,0.28,0.14,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,josko_gvardiol_manchester_city
ENG-Premier League,25/26,Arsenal,Viktor Gyökeres,SWE,FW,27-340,1998,33,25,2108,23.4,14,1,15,11,3,3,5,0,,,,,,,,0.60,0.04,0.64,0.47,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viktor_gyokeres_arsenal
ENG-Premier League,25/26,Manchester City,Erling Haaland,NOR,FW,25-293,2000,34,33,2863,31.8,26,8,34,23,3,4,2,0,,,,,,,,0.82,0.25,1.07,0.72,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erling_haaland_manchester_city
ENG-Premier League,25/26,Newcastle Utd,Lewis Hall,ENG,DF,21-244,2004,27,21,1911,21.2,1,1,2,1,0,0,3,0,,,,,,,,0.05,0.05,0.09,0.05,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lewis_hall_newcastle_utd
ENG-Premier League,25/26,Leeds United,Jack Harrison,ENG,FW,29-171,1996,11,1,269,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jack_harrison_leeds_united
ENG-Premier League,25/26,Burnley,Quilindschy Hartman,NED,DF,24-177,2001,21,21,1825,20.3,0,5,5,0,0,0,1,0,,,,,,,,0.00,0.25,0.25,0.00,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quilindschy_hartman_burnley
ENG-Premier League,25/26,Chelsea,Jorrel Hato,NED,DF,20-064,2006,20,10,1007,11.2,0,0,0,0,0,0,6,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jorrel_hato_chelsea
ENG-Premier League,25/26,Arsenal,Kai Havertz,GER,"MF,FW",26-333,1999,9,6,440,4.9,1,2,3,1,0,0,0,0,,,,,,,,0.20,0.41,0.61,0.20,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kai_havertz_arsenal
ENG-Premier League,25/26,Manchester Utd,Ayden Heaven,ENG,DF,19-230,2006,17,11,924,10.3,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.10,0.10,0.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ayden_heaven_manchester_utd
ENG-Premier League,25/26,Brighton,Jan Paul van Hecke,NED,DF,25-336,2000,34,34,3030,33.7,3,3,6,3,0,0,9,0,,,,,,,,0.09,0.09,0.18,0.09,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jan_paul_van_hecke_brighton
ENG-Premier League,25/26,Wolves,Hwang Hee-chan,KOR,"FW,MF",30-104,1996,24,16,1278,14.2,2,1,3,1,1,1,4,0,,,,,,,,0.14,0.07,0.21,0.07,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hwang_hee_chan_wolves
ENG-Premier League,25/26,Aston Villa,George Hemmings,ENG,MF,19-067,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,george_hemmings_aston_villa
ENG-Premier League,25/26,Crystal Palace,Dean Henderson,ENG,GK,29-059,1997,33,33,2970,33.0,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dean_henderson_crystal_palace
ENG-Premier League,25/26,Brentford,Jordan Henderson,ENG,MF,35-327,1990,30,21,1832,20.4,1,3,4,1,0,0,5,0,,,,,,,,0.05,0.15,0.20,0.05,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jordan_henderson_brentford
ENG-Premier League,25/26,Brentford,Rico Henry,JAM,DF,28-306,1997,25,14,1328,14.8,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.07,0.07,0.00,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rico_henry_brentford
ENG-Premier League,25/26,West Ham,Mads Hermansen,DEN,GK,25-303,2000,15,15,1350,15.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mads_hermansen_west_ham
ENG-Premier League,25/26,Brentford,Aaron Hickey,SCO,"DF,MF",23-334,2002,20,8,660,7.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aaron_hickey_brentford
ENG-Premier League,25/26,Bournemouth,James Hill,ENG,DF,24-120,2002,27,20,1926,21.4,0,3,3,0,0,0,3,0,,,,,,,,0.00,0.14,0.14,0.00,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,james_hill_bournemouth
ENG-Premier League,25/26,Arsenal,Piero Hincapié,ECU,DF,24-121,2002,23,19,1683,18.7,1,2,3,1,0,0,2,0,,,,,,,,0.05,0.11,0.16,0.05,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,piero_hincapie_arsenal
ENG-Premier League,25/26,Brighton,Jack Hinshelwood,ENG,MF,21-029,2005,25,18,1587,17.6,4,3,7,4,0,0,0,0,,,,,,,,0.23,0.17,0.40,0.23,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jack_hinshelwood_brighton
ENG-Premier League,25/26,Wolves,Ki-Jana Hoever,NED,"MF,DF",24-112,2002,8,6,425,4.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ki_jana_hoever_wolves
ENG-Premier League,25/26,Brighton,Harry Howell,ENG,MF,18-020,2008,3,1,94,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harry_howell_brighton
ENG-Premier League,25/26,Nott'ham Forest,Callum Hudson-Odoi,ENG,MF,25-184,2000,30,21,1841,20.5,3,4,7,3,0,0,0,0,,,,,,,,0.15,0.20,0.34,0.15,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,callum_hudson_odoi_nott_ham_forest
ENG-Premier League,25/26,Crystal Palace,Will Hughes,ENG,MF,31-023,1995,29,17,1422,15.8,0,0,0,0,0,0,7,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,will_hughes_crystal_palace
ENG-Premier League,25/26,Sunderland,Trai Hume,NIR,"DF,MF",24-053,2002,36,32,2887,32.1,1,1,2,1,0,0,9,0,,,,,,,,0.03,0.03,0.06,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trai_hume_sunderland
ENG-Premier League,25/26,Burnley,Bashir Humphreys,ENG,"DF,MF",23-056,2003,18,16,1479,16.4,0,0,0,0,0,0,6,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bashir_humphreys_burnley
ENG-Premier League,25/26,Nott'ham Forest,Omari Hutchinson,ENG,MF,22-192,2003,28,15,1515,16.8,1,4,5,1,0,0,1,0,,,,,,,,0.06,0.24,0.30,0.06,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omari_hutchinson_nott_ham_forest
ENG-Premier League,25/26,West Ham,Igor,BRA,DF,28-092,1998,4,1,105,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,igor_west_ham
ENG-Premier League,25/26,Everton,Tim Iroegbunam,ENG,MF,22-314,2003,26,14,1242,13.8,0,2,2,0,0,0,8,0,,,,,,,,0.00,0.14,0.14,0.00,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tim_iroegbunam_everton
ENG-Premier League,25/26,West Ham,Andy Irving,SCO,MF,25-362,2000,7,2,158,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andy_irving_west_ham
ENG-Premier League,25/26,Liverpool,Alexander Isak,SWE,FW,26-231,1999,14,8,699,7.8,3,1,4,3,0,0,0,0,,,,,,,,0.39,0.13,0.52,0.39,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexander_isak_liverpool
ENG-Premier League,25/26,Sunderland,Wilson Isidor,HAI,FW,25-256,2000,30,11,1121,12.5,5,0,5,5,0,0,1,0,,,,,,,,0.40,0.00,0.40,0.40,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wilson_isidor_sunderland
ENG-Premier League,25/26,Fulham,Alex Iwobi,NGA,MF,30-007,1996,27,27,2263,25.1,4,3,7,4,0,0,3,0,,,,,,,,0.16,0.12,0.28,0.16,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alex_iwobi_fulham
ENG-Premier League,25/26,Leeds United,Daniel James,WAL,FW,28-181,1997,16,4,417,4.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daniel_james_leeds_united
ENG-Premier League,25/26,Chelsea,Reece James,ENG,"DF,MF",26-153,1999,28,20,1924,21.4,2,4,6,2,0,0,4,0,,,,,,,,0.09,0.19,0.28,0.09,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reece_james_chelsea
ENG-Premier League,25/26,Brentford,Vitaly Janelt,GER,MF,28-000,1998,23,13,1291,14.3,1,4,5,1,0,0,7,0,,,,,,,,0.07,0.28,0.35,0.07,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitaly_janelt_brentford
ENG-Premier League,25/26,Brentford,Mathias Jensen,DEN,MF,30-129,1996,34,24,2103,23.4,3,1,4,3,0,0,3,0,,,,,,,,0.13,0.04,0.17,0.13,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathias_jensen_brentford
ENG-Premier League,25/26,Arsenal,Gabriel Jesus,BRA,FW,29-037,1997,13,2,355,3.9,2,0,2,2,0,0,2,0,,,,,,,,0.51,0.00,0.51,0.51,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabriel_jesus_arsenal
ENG-Premier League,25/26,Nott'ham Forest,Igor Jesus,BRA,FW,25-074,2001,34,25,2043,22.7,6,4,10,5,1,1,1,0,,,,,,,,0.26,0.18,0.44,0.22,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,igor_jesus_nott_ham_forest
ENG-Premier League,25/26,Bournemouth,Álex Jiménez,ESP,"DF,MF",21-002,2005,31,26,2317,25.7,1,0,1,1,0,0,10,0,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alex_jimenez_bournemouth
ENG-Premier League,25/26,Fulham,Raúl Jiménez,MEX,FW,35-005,1991,34,27,2146,23.8,9,3,12,5,4,4,5,0,,,,,,,,0.38,0.13,0.50,0.21,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raul_jimenez_fulham
ENG-Premier League,25/26,Aston Villa,Jamaldeen Jimoh,ENG,MF,19-220,2006,1,0,9,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamaldeen_jimoh_aston_villa
ENG-Premier League,25/26,Chelsea,João Pedro,BRA,"FW,MF",24-226,2001,34,30,2571,28.6,15,5,20,15,0,0,4,0,,,,,,,,0.53,0.18,0.70,0.53,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joao_pedro_chelsea
ENG-Premier League,25/26,Newcastle Utd,Joelinton,BRA,MF,29-269,1996,26,22,1861,20.7,2,1,3,2,0,0,10,0,,,,,,,,0.10,0.05,0.15,0.10,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joelinton_newcastle_utd
ENG-Premier League,25/26,Nott'ham Forest,John,BRA,GK,30-086,1996,5,5,437,4.9,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,john_nott_ham_forest
ENG-Premier League,25/26,Tottenham,Brennan Johnson,WAL,"MF,FW",24-352,2001,16,6,610,6.8,2,0,2,2,0,0,2,0,,,,,,,,0.30,0.00,0.30,0.30,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brennan_johnson_tottenham
ENG-Premier League,25/26,Crystal Palace,Brennan Johnson,WAL,"MF,FW",24-352,2001,15,11,914,10.2,0,1,1,0,0,0,4,0,,,,,,,,0.00,0.10,0.10,0.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brennan_johnson_crystal_palace
ENG-Premier League,25/26,Wolves,Sam Johnstone,ENG,GK,33-046,1993,12,12,1080,12.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sam_johnstone_wolves
ENG-Premier League,25/26,Liverpool,Curtis Jones,ENG,"MF,DF",25-100,2001,32,16,1757,19.5,0,2,2,0,0,0,2,0,,,,,,,,0.00,0.10,0.10,0.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curtis_jones_liverpool
ENG-Premier League,25/26,Bournemouth,Eli Junior Kroupi,FRA,"MF,FW",19-321,2006,31,19,1525,16.9,12,0,12,10,2,2,5,0,,,,,,,,0.71,0.00,0.71,0.59,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eli_junior_kroupi_bournemouth
ENG-Premier League,25/26,Bournemouth,Hamed Junior Traorè,CIV,MF,26-083,2000,1,0,17,0.2,0,1,1,0,0,0,0,0,,,,,,,,0.00,5.29,5.29,0.00,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamed_junior_traore_bournemouth
ENG-Premier League,25/26,Leeds United,James Justin,ENG,"DF,MF",28-076,1998,26,18,1631,18.1,2,1,3,2,0,0,4,0,,,,,,,,0.11,0.06,0.17,0.11,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,james_justin_leeds_united
ENG-Premier League,25/26,Chelsea,Filip Jørgensen,DEN,GK,24-024,2002,5,3,379,4.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filip_j_rgensen_chelsea
ENG-Premier League,25/26,Brighton,Ferdi Kadioglu,TUR,"DF,MF",26-215,1999,35,32,2953,32.8,1,0,1,1,0,0,6,0,,,,,,,,0.03,0.00,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ferdi_kadioglu_brighton
ENG-Premier League,25/26,Wolves,Sasa Kalajdzic,AUT,"FW,MF",28-307,1997,1,0,15,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sasa_kalajdzic_wolves
ENG-Premier League,25/26,Nott'ham Forest,Arnaud Kalimuendo,FRA,FW,24-110,2002,9,0,96,1.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arnaud_kalimuendo_nott_ham_forest
ENG-Premier League,25/26,Crystal Palace,Daichi Kamada,JPN,MF,29-278,1996,24,19,1661,18.5,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daichi_kamada_crystal_palace
ENG-Premier League,25/26,Aston Villa,Boubacar Kamara,FRA,MF,26-168,1999,18,17,1411,15.7,1,3,4,1,0,0,5,0,,,,,,,,0.06,0.19,0.26,0.06,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boubacar_kamara_aston_villa
ENG-Premier League,25/26,West Ham,Mohamadou Kanté,FRA,MF,20-232,2005,9,0,44,0.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mohamadou_kante_west_ham
ENG-Premier League,25/26,Brentford,Michael Kayode,ITA,DF,21-304,2004,35,35,3078,34.2,1,1,2,1,0,0,7,0,,,,,,,,0.03,0.03,0.06,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,michael_kayode_brentford
ENG-Premier League,25/26,Everton,Michael Keane,ENG,DF,33-119,1993,30,26,2321,25.8,3,0,3,3,0,0,1,1,,,,,,,,0.12,0.00,0.12,0.12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,michael_keane_everton
ENG-Premier League,25/26,Brentford,Caoimhín Kelleher,IRL,GK,27-168,1998,35,35,3150,35.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caoimhin_kelleher_brentford
ENG-Premier League,25/26,Liverpool,Milos Kerkez,HUN,DF,22-184,2003,32,26,2159,24.0,2,1,3,2,0,0,4,0,,,,,,,,0.08,0.04,0.13,0.08,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,milos_kerkez_liverpool
ENG-Premier League,25/26,Fulham,Kevin,BRA,MF,23-126,2003,24,8,937,10.4,1,1,2,1,0,0,1,0,,,,,,,,0.10,0.10,0.19,0.10,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kevin_fulham
ENG-Premier League,25/26,Manchester City,Abdukodir Khusanov,UZB,DF,22-070,2004,19,13,1252,13.9,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abdukodir_khusanov_manchester_city
ENG-Premier League,25/26,West Ham,Max Kilman,ENG,DF,28-352,1997,21,17,1561,17.3,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max_kilman_west_ham
ENG-Premier League,25/26,Fulham,Joshua King,ENG,MF,19-127,2007,30,15,1265,14.1,1,2,3,1,0,0,4,0,,,,,,,,0.07,0.14,0.21,0.07,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joshua_king_fulham
ENG-Premier League,25/26,Tottenham,Antonín Kinský,CZE,GK,23-058,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,antonin_kinsky_tottenham
ENG-Premier League,25/26,Bournemouth,Justin Kluivert,NED,MF,27-005,1999,18,10,919,10.2,2,0,2,2,0,0,4,0,,,,,,,,0.20,0.00,0.20,0.20,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,justin_kluivert_bournemouth
ENG-Premier League,25/26,Brighton,Joe Knight,ENG,MF,20-231,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joe_knight_brighton
ENG-Premier League,25/26,Tottenham,Randal Kolo Muani,FRA,"FW,MF",27-156,1998,27,19,1488,16.5,1,1,2,1,0,0,3,0,,,,,,,,0.06,0.06,0.12,0.06,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,randal_kolo_muani_tottenham
ENG-Premier League,25/26,Liverpool,Ibrahima Konaté,FRA,DF,26-350,1999,34,34,2912,32.4,1,0,1,1,0,0,6,0,,,,,,,,0.03,0.00,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ibrahima_konate_liverpool
ENG-Premier League,25/26,Aston Villa,Ezri Konsa,ENG,DF,28-199,1997,32,32,2855,31.7,0,0,0,0,0,0,0,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ezri_konsa_aston_villa
